talemaade_udtryk,predicted_label,true_label,error_category,predicted_definition,true_definition,Discrepancy,yes_count,yes_options,A_response,B_response,C_response,D_response
hverken vådt eller tørt,2,1,abstract misinterpretation,bruges i udtryk om at mangle den rette påklædning i en bestemt situation,hverken noget drikkeligt eller noget spiseligt,DISCREPANCY,2,"C,D",0,0,1,1
jeg vil æde min hat på ..,1,2,concrete misinterpretation,være så sikker på noget at man lover at ville æde sin hat hvis det ikke passer,bruges for at forsikre tilhøreren om at ens formodning i en bestemt sag er rigtig,DISCREPANCY,3,"B,C,D",0,1,1,1
trække en kanin op af hatten,1,3,concrete misinterpretation,trække en kanin op af en hat -- ofte i forbindelse med tryllekunst,"gøre noget overraskende, fx komme med en ny og uventet oplysning i en debat for at skabe opmærksomhed",DISCREPANCY,2,"B,D",0,1,0,1
ingen kender dagen før solen går ned,0,1,random definition,der sker en dårlig udvikling på et bestemt område,"først når dagen er forbi, kan man vide hvad den har bragt",DISCREPANCY,2,"A,B",1,1,0,0
lægge ansigtet i de rette folder,0,2,abstract misinterpretation,lyve for at undgå en konflikt,antage en mine som passer til lejligheden,DISCREPANCY,4,"A,B,C,D",1,1,1,1
i sit ansigts sved,0,1,abstract misinterpretation,uden evne til at undertrykke symptomer på angst,under store anstrengelser,DISCREPANCY,3,"A,B,C",1,1,1,0
bevæbnet til tænderne,0,1,concrete misinterpretation,med en bideskinne på tænderne i overmunden,udstyret med mange våben,DISCREPANCY,0,,0,0,0,0
de tusind søers land,2,3,concrete misinterpretation,et land med tusind søer,Finland,DISCREPANCY,2,"C,D",0,0,1,1
slå nogen oven i hovedet med noget,1,3,abstract misinterpretation,"insistere på at nogen skal gøre noget bestemt, også selvom det er imod deres egne ønsker","argumentere (voldsomt) mod en andens mening, fx ved at fremhæve sin egen viden eller ved at fremføre indiskutable oplysninger",DISCREPANCY,2,"B,D",0,1,0,1
sommerfuglestøv på vingerne,1,2,random definition,være nært forestående eller snart bryde løs uden at ret mange venter det,uskyldighed; uberørthed,DISCREPANCY,3,"B,C,D",0,1,1,1
nogen vender bøtten,0,3,concrete misinterpretation,"nogen vender en beholder på hovedet, typisk for at få al indholdet ud",forholdet vendes om; noget tager en ny (og modsat) vending eller drejning,DISCREPANCY,3,"A,C,D",1,0,1,1
æblet falder ikke langt fra stammen,0,1,abstract misinterpretation,ting bliver typisk væk i hjemmet,børn vælger ofte samme levevej eller har samme interesser som deres far eller mor,DISCREPANCY,2,"A,B",1,1,0,0
rasle med sablen,0,3,abstract misinterpretation,have lommen fuld af mønter der rasler når man bevæger sig,true med anvendelse af (militære eller politiske) magtmidler,DISCREPANCY,4,"A,B,C,D",1,1,1,1
bide sig selv i halen,1,2,concrete misinterpretation,bide i sin hale,være uden løsning fordi løsningen uundgåeligt vil afføde et andet (nært beslægtet) problem,DISCREPANCY,2,"B,C",0,1,1,0
gå på krum arm,0,1,random definition,"bruges for at udtrykke at noget foregår med stor fart, eller at noget haster",gå tæt omslyngede; være kærester,DISCREPANCY,3,"A,B,C",1,1,1,0
der er ikke nogen hjemme,0,2,abstract misinterpretation,indstilling på nyere telefoner der afviser indkomne beskeder og opkald,nogen er ikke særlig smart eller intelligent; nogen er (lidt) dum,DISCREPANCY,3,"A,C,D",1,0,1,1
holde snuden fra noget,0,2,concrete misinterpretation,holde næsen langt fra (fordi man ikke bryder sig om lugten),blande sig udenom; holde sig væk fra noget,DISCREPANCY,2,"A,C",1,0,1,0
verdens tag,1,2,abstract misinterpretation,centralt sted for alle mennesker,"meget højtliggende bjergområde, især (land eller område i) Himalaya eller Pamir",DISCREPANCY,3,"B,C,D",0,1,1,1
gammel vin på nye flasker,0,3,abstract misinterpretation,proces som man holder fast i selvom der findes nyere og mere effektive måder at gribe en sag an på,noget allerede velkendt som man ændrer lidt og forsøger at præsentere som noget nyt,DISCREPANCY,2,"A,D",1,0,0,1
til ingen verdens nytte,0,2,concrete misinterpretation,ikke til nytte for nogen eller noget i verden,overhovedet ikke til nytte; helt overflødigt eller forgæves,DISCREPANCY,2,"A,C",1,0,1,0
der kom en mand med en slæde i vejen,0,3,random definition,"på samme sted, under samme organisation eller under samme institution",der dukkede pludselige eller uforudsete forhindringer op,DISCREPANCY,4,"A,B,C,D",1,1,1,1
give faklen videre,0,2,abstract misinterpretation,oplære nogen så de fremover kan udføre en bestemt opgave på egen hånd,"overlade et hverv, fx en formands- eller ministerpost",DISCREPANCY,4,"A,B,C,D",1,1,1,1
give den en skalle,0,2,abstract misinterpretation,give klart udtryk for en holdning,gøre en kraftig arbejdsindsats,DISCREPANCY,4,"A,B,C,D",1,1,1,1
ikke give ved dørene,0,1,abstract misinterpretation,sørge for at andre føler sig velkomne i ens hjem,ikke være særlig gavmild; ikke lade nogen få noget for nemt,DISCREPANCY,4,"A,B,C,D",1,1,1,1
kunne ligge på et meget lille sted,0,2,random definition,snyde nogen groft,have et meget begrænset omfang,DISCREPANCY,4,"A,B,C,D",1,1,1,1
en orm gnaver,0,3,abstract misinterpretation,noget går endelig bedre efter længere tids modgang,noget nager én i længere tid,DISCREPANCY,2,"A,D",1,0,0,1
bide skeer med,0,3,random definition,man kan tage det roligt; man behøver ikke at skynde sig så meget,have at gøre med; handle eller arbejde sammen med; konkurrere med,DISCREPANCY,2,"A,D",1,0,0,1
sætte sin hat som man vil,1,3,abstract misinterpretation,udføre noget uden at tage imod råd og vejledning fra andre,opføre eller udfolde sig uden hensyntagen til gængse normer; gøre som man vil,DISCREPANCY,3,"B,C,D",0,1,1,1
skulle bæres ud med fødderne først,0,3,concrete misinterpretation,være i en situation hvor det er nødvendigt at blive båret væk i en liggende stilling,"først forlade et sted eller holde op med en aktivitet når andre tvinger én dertil, eller når man dør",DISCREPANCY,2,"A,D",1,0,0,1
rive sig i håret,2,3,concrete misinterpretation,hive sig voldsomt i håret,udtrykke sin fortvivlelse,DISCREPANCY,2,"C,D",0,0,1,1
kende noget som sin egen bukselomme,1,2,abstract misinterpretation,være i stand til at gøre noget på egen hånd og uden instruktioner,kende noget særdeles godt,DISCREPANCY,2,"B,C",0,1,1,0
der er ikke noget at rafle om,0,3,concrete misinterpretation,melding i terningespillet Yatzy der bruges når en spiller har udtømt alle spillets muligheder for at få point,intet er overladt til tilfældighederne; der er ikke noget at diskutere,DISCREPANCY,2,"A,D",1,0,0,1
lade falde hvad ikke kan stå,1,3,abstract misinterpretation,døden indhenter os alle,"det der ikke kan klare sig eller lade sig gøre, må opgives, kasseres osv.",DISCREPANCY,3,"B,C,D",0,1,1,1
blive taget med fingrene i kagedåsen,0,1,abstract misinterpretation,befinde sig i en ufordelagtig eller problematisk situation hvor man føler sig magtesløs,blive overrasket eller afsløret i at gøre noget ulovligt eller umoralsk,DISCREPANCY,3,"A,B,D",1,1,0,1
stikke hovederne sammen,1,2,abstract misinterpretation,forsøge at blive enige igen efter en diskussion eller et skænderi,lægge planer i hemmelighed eller fortrolighed; hviske (bag nogens ryg); træffe aftaler,DISCREPANCY,2,"B,C",0,1,1,0
have et ben i hver lejr,0,3,abstract misinterpretation,være i tvivl; vakle mellem to modsatrettede holdninger,have sympati eller interessefællesskab med begge (eller alle) de uenige parter,DISCREPANCY,2,"A,D",1,0,0,1
være en flue på væggen,0,2,concrete misinterpretation,være en flue der sidder på en væg,diskret eller ubemærket overvære noget,DISCREPANCY,2,"A,C",1,0,1,0
det tager en krig,0,1,abstract misinterpretation,noget er svært og ulykkeligt,det tager meget lang tid,DISCREPANCY,2,"A,B",1,1,0,0
ligne noget katten har slæbt ind,0,2,concrete misinterpretation,have et udseende tilsvarende noget en kat kunne bringe ind i et hus,se forfærdelig ud,DISCREPANCY,2,"A,C",1,0,1,0
stikke noget under stolen,0,3,random definition,være meget klodset; være fummelfingret,"skjule, hemmeligholde eller fortie noget",DISCREPANCY,2,"A,D",1,0,0,1
være godt skåret for tungebåndet,0,2,random definition,være uudholdeligt fordi man er træt af det,have gode talegaver; kunne tale godt for sig,DISCREPANCY,3,"A,C,D",1,0,1,1
en strid om kejserens skæg,0,3,abstract misinterpretation,en strid som ingen ved hvad handler om,en strid om et spørgsmål der er ligegyldigt eller ikke kan afgøres,DISCREPANCY,2,"A,D",1,0,0,1
i den bedste af alle verdener,0,2,abstract misinterpretation,i en tilstand af fuldstændig tilfredshed,i en (tænkt) situation hvor alle afgørende forhold er så gode som de kan blive,DISCREPANCY,3,"A,B,C",1,1,1,0
koge suppe på noget,0,1,abstract misinterpretation,lave en (sladder)historie ud af noget småt eller betydningsløst,vedblivende og trættende behandle et velkendt og udtømt emne,DISCREPANCY,2,"A,B",1,1,0,0
ballonen revner,2,3,concrete misinterpretation,der går hul på en ballon,en illusion brister; noget går galt,DISCREPANCY,2,"C,D",0,0,1,1
stoppe mens legen er god,0,1,concrete misinterpretation,holde op med at lege mens legen er underholdende for alle involverede,"holde op mens man stadig har succes, inden det går galt",DISCREPANCY,2,"A,B",1,1,0,0
det haster ikke mere end det jager,0,2,abstract misinterpretation,det kan ikke betale at være den eneste der har travlt,man kan tage det roligt; man behøver ikke at skynde sig så meget,DISCREPANCY,3,"A,C,D",1,0,1,1
"ikke alt der glimter, er guld",1,3,concrete misinterpretation,"blot fordi noget glimter, er det ikke ensbetydende med at det er fremstillet af guld","blot fordi noget ser ud til at være fint og værdifuldt, er det ikke ensbetydende med at det er det",DISCREPANCY,2,"B,D",0,1,0,1
give sorteper videre,0,2,random definition,"lytte spændt, opmærksomt og ofte hengivent til nogen",lade nogle ubehagelige omstændigheder gå ud over andre; overlade ansvaret for en ubehagelig afgørelse til en anden,DISCREPANCY,4,"A,B,C,D",1,1,1,1
få så hatten passer,0,2,abstract misinterpretation,få den ønskede mængde af noget,"få noget i rigelig mængde, fx kritik, skældud eller alkohol",DISCREPANCY,3,"A,C,D",1,0,1,1
råbe vagt i gevær,0,3,abstract misinterpretation,pifte eller råbe for at få en gruppe mennesker til at være stille,"advare mod en bestemt, farlig eller uheldig udvikling",DISCREPANCY,4,"A,B,C,D",1,1,1,1
koge suppe på en pølsepind,0,1,concrete misinterpretation,(forsøge at) lave suppe ud af meget lidt,beskæftige sig med eller behandle et ubetydeligt eller overflødigt emne,DISCREPANCY,3,"A,B,D",1,1,0,1
være på trapperne,0,2,random definition,være uden løsning fordi løsningen uundgåeligt vil afføde et andet (nært beslægtet) problem,være nært forestående; snart komme,DISCREPANCY,2,"A,C",1,0,1,0
så slutter festen,0,1,random definition,pleje sine egne interesser uden at tage hensyn til andre; kun tænke på sig selv,på dette tidspunkt er det positive eller glædelige forbi,DISCREPANCY,3,"A,B,C",1,1,1,0
have en aktie i,1,3,abstract misinterpretation,"være involveret i en sag eller et foretagende, ofte uønsket eller uforskyldt",være aktiv deltager i; have indflydelse på,DISCREPANCY,3,"B,C,D",0,1,1,1
træde op på den store klinge,0,3,random definition,komme i håndgemæng eller slåskamp med,anstrenge sig; arbejde hårdt,DISCREPANCY,4,"A,B,C,D",1,1,1,1
apostlenes heste,1,3,abstract misinterpretation,bruges i udtryk for at arbejde hårdt,"benene, brugt til at gå på",DISCREPANCY,3,"B,C,D",0,1,1,1
sejle på varmen,2,0,abstract misinterpretation,udnytte andres godgørenhed til egen vinding; drage fordel af noget på bekostning af andre,"sejle i de varme lande, i troperne",DISCREPANCY,2,"C,D",0,0,1,1
spille fransk klovn,0,1,random definition,"bruges ofte (selv)ironisk for at udtrykke at selv en person uden de store forudsætninger, med lidt held, kan løse en bestemt opgave",opføre sig (ufrivilligt) komisk,DISCREPANCY,3,"A,B,D",1,1,0,1
være som snydt ud af næsen på nogen,1,0,random definition,"bruges om hvad der nu er forsvundet, glemt eller uden interesse","ligne en anden meget, især mht. udseende",DISCREPANCY,1,B,0,1,0,0
gå nogen nærmere på klingen,1,3,random definition,blive mere og mere omfattende; udvikle sig hurtigt og uimodståeligt,presse nogen til at afsløre noget som vedkommende forsøger at skjule,DISCREPANCY,3,"B,C,D",0,1,1,1
til at komme i papirmøllen,1,3,concrete misinterpretation,"klar til at blive makuleret, dvs. ødelagt",ubrugelig; kassabel,DISCREPANCY,3,"B,C,D",0,1,1,1
I må kalde mig Mads hvis ..,1,2,abstract misinterpretation,det ville undre mig meget hvis,bruges som forsikring om at noget er eller vil vise sig at være usandt,DISCREPANCY,3,"B,C,D",0,1,1,1
det pulveriserende liv,0,2,abstract misinterpretation,det liv som ødelægger en,"samfundslivet eller erhvervslivet med den hektiske, opslidende aktivitet som det er forbundet med",DISCREPANCY,3,"A,B,C",1,1,1,0
lugten i bageriet,0,3,abstract misinterpretation,"positiv sideeffekt af en proces, handling eller lignende","reglerne, forholdene og atmosfæren et bestemt sted",DISCREPANCY,3,"A,C,D",1,0,1,1
brændt barn skyr ilden,1,2,concrete misinterpretation,"har et barn først brændt sig, omgås det ild med større forsigtighed","hvis man én gang er kommet galt af sted med noget, undgår man at indlade sig på det igen",DISCREPANCY,2,"B,C",0,1,1,0
have snuden i sporet,2,3,abstract misinterpretation,blande sig i noget der ikke kommer én ved,ihærdigt og vedholdende arbejde på at nå et mål man har sat sig for,DISCREPANCY,2,"C,D",0,0,1,1
"når krybben er tom, bides hestene",0,2,concrete misinterpretation,når der ikke er mere at spise kommer hestene op at slås,"når der er knaphed eller mangel på noget, opstår der konflikter mellem mennesker",DISCREPANCY,3,"A,C,D",1,0,1,1
tage noget i stiv arm,0,3,random definition,"kræve at nogen bliver straffet, afskediget eller lignende (pga. en forseelse)",bære modgang med styrke og sindsro,DISCREPANCY,3,"A,B,D",1,1,0,1
få en appelsin i turbanen,1,2,abstract misinterpretation,pludselig skulle have større ansvar for noget end man havde regnet med,pludselig og uventet opnå noget fordelagtigt; have heldet med sig,DISCREPANCY,3,"B,C,D",0,1,1,1
sagen er bøf,0,2,random definition,nogen bliver eller vil blive skældt voldsomt ud pga. en begået forseelse,sagen er i orden,DISCREPANCY,2,"A,B",1,1,0,0
grave sin egen grav,0,2,abstract misinterpretation,bekymre sig over noget som måske viser sig ikke at være et problem,blive årsag til sin egen ulykke,DISCREPANCY,2,"A,C",1,0,1,0
have bly i røven,0,1,random definition,noget forringes eller mister prestige fordi det bliver lettere tilgængeligt eller mere udbredt,være meget langsom,DISCREPANCY,3,"A,B,D",1,1,0,1
læse noget som Fanden læser Bibelen,0,2,random definition,kæmpe forgæves; kæmpe mod indbildte fjender eller vanskeligheder,læse noget med dårlig forståelse; udlægge noget til egen fordel uden at der er belæg for det,DISCREPANCY,3,"A,C,D",1,0,1,1
skumme fløden,0,1,random definition,man skal ikke afvise det tilsyneladende uforklarlige blot fordi man ikke kan fatte det med sin begrænsede forstand,"tage fordelene eller det bedste ved noget, ofte på andres bekostning og uden at gøre sig fortjent til det",DISCREPANCY,2,"A,B",1,1,0,0
den sorte klap går ned,0,2,random definition,udtrykke sin fortvivlelse,bruges for at udtrykke at en person pludselig ikke kan huske noget bestemt,DISCREPANCY,3,"A,B,C",1,1,1,0
slå op i banen,0,2,random definition,ufortrødent og ihærdigt gå i gang med en (vanskelig) opgave,(pludselig) miste koncentrationen og evnen til at levere en god præstation; sætte farten ned og overlade initiativet til andre,DISCREPANCY,4,"A,B,C,D",1,1,1,1
sidste skud på stammen,1,3,abstract misinterpretation,sidste chance for at gøre noget,person eller ting som er resultatet af den seneste udvikling inden for et område,DISCREPANCY,2,"B,D",0,1,0,1
ryste som et espeløv,0,1,concrete misinterpretation,ryste lige så meget som et blad på et espetræ,"ryste meget, fx af skræk, ophidselse, nervøsitet eller kulde",DISCREPANCY,2,"A,B",1,1,0,0
gå uden om noget som katten om den varme grød,0,1,concrete misinterpretation,gå uden om noget på samme måde som en kat der går udenom en skål med varm grød,forholde sig tøvende til en bestemt sag med en blandet følelse af interesse og ubehag,DISCREPANCY,3,"A,B,D",1,1,0,1
føre til torvs,0,1,random definition,være i en situation hvor éns argumenter er utilstrækkelige eller uholdbare; være i en situation som man har svært ved at magte,gøre bekendt i en større kreds; offentliggøre,DISCREPANCY,4,"A,B,C,D",1,1,1,1
stikke næsen indenfor,0,3,abstract misinterpretation,opholde sig et sted hvor man er i tvivl om hvorvidt man er velkommen,vove sig et sted hen i kort tid; komme på et kort besøg,DISCREPANCY,3,"A,C,D",1,0,1,1
skræve mere end bukserne kan holde,0,2,abstract misinterpretation,opføre sig vovet eller dumdristigt,prøve på at gøre noget som det viser sig man ikke kan gennemføre,DISCREPANCY,3,"A,C,D",1,0,1,1
blive lang i ansigtet,0,3,abstract misinterpretation,mærke begyndende træthed pga. mangel på søvn,blive skuffet; føle sig snydt,DISCREPANCY,2,"A,D",1,0,0,1
ligge lunt i svinget,0,3,random definition,finde sig i en krænkelse eller et overgreb uden at gøre gengæld,være i en fordelagtig position,DISCREPANCY,4,"A,B,C,D",1,1,1,1
hvor længe var Adam i Paradis,1,3,random definition,"bruges for at udtrykke at noget der ydes, udelukkende ydes af hensyn til modtageren uden fordel for giveren",bruges for at udtrykke at en god og lykkelig tilstand desværre kun var kortvarig,DISCREPANCY,2,"B,D",0,1,0,1
vide hvad vej vinden blæser,0,3,random definition,"det er ofte de personer som ved mindst eller har mindst betydning, der råber mest op eller gør sig mest gældende","vide i hvilken retning en sag udvikler sig, og indrette sig derefter",DISCREPANCY,3,"A,B,D",1,1,0,1
ukrudt forgår ikke så let,0,1,concrete misinterpretation,det er svært at fjerne ukrudt,nogen eller noget er sejlivet og trodser forventninger eller håb om udslettelse,DISCREPANCY,3,"A,B,C",1,1,1,0
have en heldig hånd,1,2,concrete misinterpretation,have gode kort på hånden i et kortspil,være dygtig og heldig i en bestemt sag eller i en bestemt henseende,DISCREPANCY,2,"B,C",0,1,1,0
sidde med livet i hænderne,0,3,random definition,noget som man kan være stolt af; en triumf,"være meget nervøs, spændt eller bange",DISCREPANCY,3,"A,C,D",1,0,1,1
have flere strenge at spille på,0,3,abstract misinterpretation,have flere forskellige romantiske partnere,"være alsidig; have mange talenter, evner eller muligheder (og dermed befinde sig i en gunstig situation)",DISCREPANCY,2,"A,D",1,0,0,1
lang som et ondt år,0,2,abstract misinterpretation,bruges om hår der er langt og ofte ukæmmet,meget lang,DISCREPANCY,4,"A,B,C,D",1,1,1,1
alt hvad remmer og tøj kan holde,1,2,random definition,ønske at nogen befandt sig meget langt væk så man slap for dét besvær,så hurtigt eller kraftfuldt som muligt,DISCREPANCY,3,"B,C,D",0,1,1,1
"se sol, måne og stjerner",0,1,abstract misinterpretation,kunne overskue en kompleks sag eller situation,være i en tilstand af stor nydelse eller stor smerte,DISCREPANCY,3,"A,B,D",1,1,0,1
have foden under eget bord,0,2,abstract misinterpretation,have styr på sin økonomi,have sit eget hjem eller sin egen virksomhed,DISCREPANCY,2,"A,C",1,0,1,0
gale katte får revne skind,0,1,abstract misinterpretation,man risikerer altid noget når man handler,"personer der handler ubetænksomt og voldsomt, kommer let til skade",DISCREPANCY,2,"A,B",1,1,0,0
love guld og grønne skove,0,2,abstract misinterpretation,betale i naturalier (og ikke i likvide midler),"love rigdom, materielle eller andre goder, dog uden at der nødvendigvis er dækning for løfterne",DISCREPANCY,3,"A,C,D",1,0,1,1
finde sine egne ben,0,3,random definition,gøre noget mere besværligt end man behøver; udføre unødvendigt arbejde,finde ud af hvad man mener om en bestemt sag,DISCREPANCY,0,,0,0,0,0
være over alle bjerge,1,3,abstract misinterpretation,godt tilfreds med resultatet af noget,være så langt væk allerede at det er håbløst at optage forfølgelsen,DISCREPANCY,2,"B,D",0,1,0,1
have ordet i sin magt,3,0,concrete misinterpretation,bestemme hvad et ord betyder,være dygtig til at formulere sig,DISCREPANCY,1,D,0,0,0,1
på éns glatte ansigt,0,3,abstract misinterpretation,baseret på udseende og ydre fremtoning; uden at tage højde for indre liv,med et tillidvækkende ydre som eneste garanti,DISCREPANCY,3,"A,C,D",1,0,1,1
plejer er død,0,1,concrete misinterpretation,en person blandt sundhedspersonalet er gået bort,man behøver ikke nødvendigvis gøre som man plejer; denne gang gør vi det på en anden måde,DISCREPANCY,3,"A,B,D",1,1,0,1
der er ingen ko på isen,0,1,random definition,være den der bestemmer; være den dominerende part,der er ingen problemer eller fare,DISCREPANCY,2,"A,B",1,1,0,0
enhver er sig selv nærmest,0,2,concrete misinterpretation,ens egen krop udgør den nærmeste fysiske person,mennesket tænker først og fremmest på sin egen fordel når det skal vælge,DISCREPANCY,3,"A,B,C",1,1,1,0
ikke ride den dag man sadler,0,3,abstract misinterpretation,tænke sig godt om,være længe om at skride til konkret handling; være længe om at træffe en beslutning,DISCREPANCY,3,"A,B,D",1,1,0,1
slikke frimærker,0,1,concrete misinterpretation,slikke på bagsiden af frimærker,"udføre underordnet, ensformigt kontorarbejde",DISCREPANCY,3,"A,B,D",1,1,0,1
vende vrangen ud,0,1,concrete misinterpretation,vende et stykke tøj om sådan at sømmene vendes udad,"vise en ukendt, ofte ubehagelig eller problematisk, men sand side af noget eller nogen, evt. sig selv",DISCREPANCY,2,"A,B",1,1,0,0
tyv tror hvermand stjæler,0,2,concrete misinterpretation,en tyv har en forestilling om at alle mennesker stjæler,bruges om en person som tillægger andre personer sine egne fejl og svagheder,DISCREPANCY,3,"A,C,D",1,0,1,1
som skidt fra en spædekalv,0,3,concrete misinterpretation,som afføring fra en nyfødt kalv,hurtigt og i en stor mængde,DISCREPANCY,2,"A,D",1,0,0,1
ikke kunne se en hånd for sig,0,2,abstract misinterpretation,ikke være i stand til at tænke klart eller koncentrere sig om en opgave,"ikke kunne se noget pga. mørke, tåge, snevejr eller lignende",DISCREPANCY,3,"A,B,C",1,1,1,0
hverken til at hugge eller stikke i,0,2,abstract misinterpretation,bagt for længe; bagt så længe at overfladen er for hård,umulig at overtale eller få til at skifte mening,DISCREPANCY,4,"A,B,C,D",1,1,1,1
for nogens blå øjnes skyld,2,3,random definition,overraskende eller finurlig (afsluttende) detalje i en historie eller lignende,"bruges for at udtrykke at noget der ydes, udelukkende ydes af hensyn til modtageren uden fordel for giveren",DISCREPANCY,2,"C,D",0,0,1,1
løbe hornene af sig,1,2,abstract misinterpretation,energisk fortælle om alt det man er utilfreds med,"udfolde sig energisk, især kropsligt eller seksuelt, i en tidlig fase af et forløb for siden at falde til ro",DISCREPANCY,2,"B,C",0,1,1,0
have bukserne på,0,1,abstract misinterpretation,være den i et parforhold der tjener (og har) flest penge,være den der bestemmer; være den dominerende part,DISCREPANCY,2,"A,B",1,1,0,0
lægge alle sine æg i samme kurv,1,3,concrete misinterpretation,placere samtlige æg i én kurv,kun satse på én mulighed og dermed løbe en risiko,DISCREPANCY,2,"B,D",0,1,0,1
fare i blækhuset,0,2,random definition,(på en let og ubesværet måde) bringe noget frem eller præsentere det som noget nyt og overraskende i fx en debat eller en anden sammenhæng,reagere vredt eller kritisk på noget ved at skrive et indlæg imod det (især i form af et læserbrev),DISCREPANCY,3,"A,B,C",1,1,1,0
søbe den kål man selv har spyttet i,0,1,abstract misinterpretation,spise grøntsager man selv har dyrket selvom de er af tvivlsom kvalitet,(være nødt til at) acceptere noget man tidligere har forkastet,DISCREPANCY,2,"A,B",1,1,0,0
stege i sit eget fedt,1,3,random definition,en begivenhed eller et fænomen bliver mindre spændende; nogen mister handlekraften eller interessen,tage de ubehagelige følger af sine handlinger eller udtalelser,DISCREPANCY,3,"B,C,D",0,1,1,1
ride sin kæphest,1,3,abstract misinterpretation,dyrke en hobby; beskæftige sig med noget som man finder særligt interessant,(igen) give udtryk for sin velkendte mening eller tale om et bestemt emne,DISCREPANCY,3,"B,C,D",0,1,1,1
det går ikke altid som præsten prædiker,1,3,abstract misinterpretation,kristne (eller religiøse) mennesker er ikke fejlfri,tingene udvikler sig ikke altid sådan som man havde regnet med,DISCREPANCY,2,"B,D",0,1,0,1
gnide sig op ad nogen,1,3,concrete misinterpretation,gnide sin krop op ad en andens krop,være påtrængende og indsmigrende,DISCREPANCY,2,"B,D",0,1,0,1
hår i suppen,1,2,abstract misinterpretation,fejl som man skammer sig over at have begået,mindre fejl eller skavank; ubetydelig detalje,DISCREPANCY,2,"B,C",0,1,1,0
rønnebærrene er sure,0,2,abstract misinterpretation,det er endnu ikke blevet (sen)sommer,bruges om det at man omtaler noget ellers attraktivt som værdiløst eller ligegyldigt når man ikke selv kan opnå det,DISCREPANCY,3,"A,B,C",1,1,1,0
passe som fod i hose,0,3,concrete misinterpretation,passe som en nøgen fod i den rette størrelse sok,passe godt; gå meget nemt,DISCREPANCY,2,"A,D",1,0,0,1
tro som guld,1,2,abstract misinterpretation,meget sikker i sin overbevisning,meget trofast,DISCREPANCY,3,"B,C,D",0,1,1,1
rotterne forlader den synkende skude,1,2,concrete misinterpretation,dyr kan fornemme hvis noget er galt,nogen trækker sig ud af et forehavende fordi det er på vej til at mislykkes,DISCREPANCY,2,"B,C",0,1,1,0
så god som dagen er lang,0,3,random definition,der er (udsigt til) problemer,ualmindelig sød og rar,DISCREPANCY,2,"A,C",1,0,1,0
én svale gør ingen sommer,1,3,concrete misinterpretation,"at nogen ser en svale, betyder ikke at det er sommer",ét eksempel på noget positivt medfører ikke nødvendigvis en generel bedring,DISCREPANCY,2,"B,D",0,1,0,1
have både til gården og til gaden,0,1,concrete misinterpretation,have udsmykning på begge sider af den ejendom som man bor i,have en stor bagdel og en stor barm,DISCREPANCY,4,"A,B,C,D",1,1,1,1
for mange kokke fordærver maden,0,2,concrete misinterpretation,maden bliver dårlig hvis der er mange om at lave den,"hvis (for) mange personer deltager i noget, risikerer det at medføre et dårligt resultat",DISCREPANCY,2,"A,C",1,0,1,0
trække læsset,0,1,random definition,nogen er i en presset eller faretruende situation,gøre den største og mest besværlige del af arbejdet,DISCREPANCY,4,"A,B,C,D",1,1,1,1
spise kirsebær med de store,0,1,random definition,lukke øjnene for virkeligheden; undlade at forsøge at løse problemerne,omgås eller konkurrere med sine overmænd,DISCREPANCY,3,"A,B,D",1,1,0,1
have en trumf i ærmet,1,2,concrete misinterpretation,snyde i kortspil ved at gemme trumfkort på kroppen,råde over et (hemmeligt) middel der kan bringe en i en fordelagtig situation,DISCREPANCY,3,"B,C,D",0,1,1,1
en fis i en hornlygte,0,1,concrete misinterpretation,resultatet af at prutte i en hornlygte,"opblæst bagatel; flop, fiasko; en gang vrøvl",DISCREPANCY,4,"A,B,C,D",1,1,1,1
være grebet ud af luften,1,2,abstract misinterpretation,være opstået eller sket pludseligt og uden forvarsel,være uden grundlag i virkeligheden; være frit opfundet,DISCREPANCY,2,"B,C",0,1,1,0
surt show,2,3,random definition,man skal ikke gøre sig til mere end man er; man skal ikke sætte sig større mål end man kan overkomme,bruges som kommentar til en meget uheldig eller ærgerlig situation,DISCREPANCY,2,"C,D",0,0,1,1
have nogen nede i sækken,0,3,random definition,"blive svag og eftergivende; blive overvældet af en følelse af ømhed, forelskelse eller lignende",være i klar vinderposition i en sportskamp idet man fuldstændig kontrollerer sin modstander,DISCREPANCY,3,"A,B,D",1,1,0,1
gå gennem ild og vand,0,1,abstract misinterpretation,gennemføre noget der i begyndelsen forekom at være umuligt,gøre alt hvad der står i ens magt,DISCREPANCY,2,"A,B",1,1,0,0
se gennem fingrene med noget,2,3,abstract misinterpretation,opføre sig i strid med fastsatte regler; snyde,"lade være med at påtale en forsyndelse, fejl, mangel eller anden uregelmæssighed og på den måde vise overbærenhed",DISCREPANCY,2,"C,D",0,0,1,1
sætte en finger på noget,0,2,abstract misinterpretation,forhindre at noget udvikler sig i en dårlig eller uheldig retning,finde og udpege noget som årsag til en udvikling eller som hovedpunkt i en bestemt sammenhæng,DISCREPANCY,2,"A,C",1,0,1,0
hælde ned ad brættet,1,3,concrete misinterpretation,"tippe et bræt så det der ligger på det, falder ned",afvise fuldstændig,DISCREPANCY,2,"B,D",0,1,0,1
erfaren mand er god at gæste,0,1,abstract misinterpretation,"det som man gør meget, bliver man god til",af erfarne folk får man gode råd,DISCREPANCY,1,A,1,0,0,0
